,0,1,2,3
0,서울특별시,마포구,3717.56,2021-12-17 10:15:21.0
1,서울특별시,마포구,33366.39,2021-12-17 10:15:21.0
2,서울특별시,마포구,24058.27,2021-12-17 10:15:21.0
3,서울특별시,마포구,2043.11,2021-12-17 10:15:21.0
4,서울특별시,마포구,19445.77,2021-12-17 10:15:21.0
5,서울특별시,마포구,55129.18,2021-12-17 10:15:21.0
6,서울특별시,마포구,10439.5,2021-12-17 10:15:21.0
7,서울특별시,마포구,14009.992765834,2021-12-17 10:15:21.0
8,서울특별시,마포구,10907.5788660368,2021-12-17 10:15:21.0
9,서울특별시,마포구,334262.03,2021-12-17 10:15:21.0
